id,school_id,constituent_id,staff_id,occurred_at,interaction_type,direction,purpose,outcome,ask_amount,significant,subject,notes,follow_up_date,related_opportunity_id,related_campaign_id,related_gift_id,record_source
11,1,19391,5,2026-05-15T17:00:00Z,email,inbound,solicitation,pledged,100000.00,true,Commitment confirmed,"The constituent confirmed a $100,000 commitment to Library and Learning Commons. The response was linked to the related gift record so payment and acknowledgement can be tracked.",,5,7,22216,advancement_entry
12,1,14456,1,2026-03-15T14:00:00Z,call,outbound,solicitation,no_response,50000.00,true,"Proposal for $50,000","Sent a $50,000 Annual Fund proposal after the prior conversation. Follow-up attempts have not received a response, and the May follow-up date is overdue.",2026-05-01,6,2,,advancement_entry
13,1,7225,2,2026-03-18T19:00:00Z,email,outbound,cultivation,replied,,false,Program update,Shared a concise update on Faculty Research Fund and its current priorities. The constituent replied with interest in the program's progress and agreed to a longer conversation.,2026-05-15,7,7,,advancement_entry
14,1,7225,2,2026-05-15T13:00:00Z,meeting,outbound,cultivation,meeting_booked,,true,Cultivation meeting,"Discussed the constituent's connection to Faculty Research Fund, the work planned through Library Renewal Initiative, and the kinds of updates they value. Agreed to reconnect before the expected ask window.",2027-01-15,7,7,,advancement_entry
15,1,7913,3,2026-08-12T20:00:00Z,note,internal,qualification,information_updated,,false,Prospect identified,Reviewed the constituent's giving and engagement history for FY2027 Annual Fund. Their connection to First-Generation Student Fund warrants additional research before personal outreach begins.,2027-02-15,8,2,,advancement_entry
16,1,2548,4,2026-03-18T18:00:00Z,email,outbound,cultivation,replied,,false,Program update,Shared a concise update on Engineering Innovation Fund and its current priorities. The constituent replied with interest in the program's progress and agreed to a longer conversation.,2026-05-15,9,5,,advancement_entry
17,1,2548,4,2026-05-15T13:00:00Z,meeting,outbound,cultivation,meeting_booked,,true,Cultivation meeting,"Discussed the constituent's connection to Engineering Innovation Fund, the work planned through First-Generation Scholars, and the kinds of updates they value. Agreed to reconnect before the expected ask window.",2026-12-01,9,5,,advancement_entry
18,1,6236,5,2026-05-01T19:00:00Z,call,outbound,solicitation,connected,50000.00,true,"Proposal for $50,000","Presented a $50,000 proposal for Class of 2001 Scholarship in support of Class of 2001 25th Reunion. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",,10,4,,advancement_entry
19,1,6236,5,2026-05-12T18:00:00Z,email,inbound,solicitation,pledged,50000.00,true,Commitment confirmed,"The constituent confirmed a $50,000 commitment to Class of 2001 Scholarship. The response was linked to the related gift record so payment and acknowledgement can be tracked.",,10,4,22218,advancement_entry
20,1,6236,5,2026-05-24T13:00:00Z,email,outbound,acknowledgement,gift_received,,false,Gift acknowledgement,"Sent a personal acknowledgement for the gift to Class of 2001 Scholarship, confirmed that the payment was recorded, and explained when the first stewardship update will arrive.",,10,4,22218,advancement_entry
21,1,6236,5,2026-07-04T20:00:00Z,meeting,outbound,stewardship,connected,,true,Stewardship update,Shared an early update on the work supported by Class of 2001 Scholarship. The constituent preferred concise progress reports and asked that the next update include a concrete student or faculty example.,,10,4,22218,advancement_entry
22,1,14267,1,2025-10-15T16:00:00Z,call,outbound,solicitation,connected,25000.00,true,"Proposal for $25,000","Presented a $25,000 proposal for Women's Soccer Fund in support of Women's Soccer Championship Fund. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",,11,6,,advancement_entry
23,1,14267,1,2025-10-28T14:00:00Z,call,inbound,solicitation,declined,25000.00,true,Proposal declined,"The constituent declined the proposal for Women's Soccer Fund, explaining that the timing was not right for this cycle. They remain open to program updates and a future conversation.",,11,6,,advancement_entry
24,1,12973,2,2026-06-10T19:00:00Z,note,internal,qualification,information_updated,,false,Qualification research,"Reviewed giving, career, and engagement history before outreach. The constituent's known connection to Library and Learning Commons supports an introductory conversation, but an ask is premature.",2027-03-01,12,7,,advancement_entry
25,1,12973,2,2026-07-08T19:00:00Z,call,outbound,qualification,connected,,false,Qualification call,Connected for an introductory conversation about Library Renewal Initiative. The constituent was receptive to occasional updates about Library and Learning Commons; no gift amount or timing was discussed.,2027-03-01,12,7,,advancement_entry
26,1,14771,3,2026-06-01T17:00:00Z,call,outbound,solicitation,connected,75000.00,true,"Proposal for $75,000","Presented a $75,000 proposal for First-Generation Student Fund in support of First-Generation Scholars. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",,13,5,,advancement_entry
27,1,14771,3,2026-06-18T16:00:00Z,email,inbound,solicitation,pledged,75000.00,true,Commitment confirmed,"The constituent confirmed a $75,000 commitment to First-Generation Student Fund. The response was linked to the related gift record so payment and acknowledgement can be tracked.",,13,5,22219,advancement_entry
28,1,9589,4,2026-08-12T19:00:00Z,note,internal,qualification,information_updated,,false,Prospect identified,Reviewed the constituent's giving and engagement history for Library Renewal Initiative. Their connection to Campus Renewal Fund warrants additional research before personal outreach begins.,2027-04-01,14,7,,advancement_entry
29,1,14894,5,2026-08-01T16:00:00Z,meeting,outbound,solicitation,connected,100000.00,true,"Proposal for $100,000","Presented a $100,000 proposal for Annual Fund in support of FY2027 Annual Fund. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",2026-09-12,15,2,,advancement_entry
30,1,19806,1,2026-03-18T18:00:00Z,email,outbound,cultivation,replied,,false,Program update,Shared a concise update on Arts and Performance Fund and its current priorities. The constituent replied with interest in the program's progress and agreed to a longer conversation.,2026-05-15,16,11,,advancement_entry
31,1,19806,1,2026-05-15T17:00:00Z,meeting,outbound,cultivation,meeting_booked,,true,Cultivation meeting,"Discussed the constituent's connection to Arts and Performance Fund, the work planned through Arts on Campus 2025, and the kinds of updates they value. Agreed to reconnect before the expected ask window.",2026-12-15,16,11,,advancement_entry
32,1,5649,2,2025-03-01T19:00:00Z,call,outbound,solicitation,connected,10000.00,true,"Proposal for $10,000","Presented a $10,000 proposal for Engineering Innovation Fund in support of Engineering Makerspace Challenge. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",,17,8,,advancement_entry
33,1,5649,2,2025-03-14T20:00:00Z,email,inbound,solicitation,pledged,10000.00,true,Commitment confirmed,"The constituent confirmed a $10,000 commitment to Engineering Innovation Fund. The response was linked to the related gift record so payment and acknowledgement can be tracked.",,17,8,22221,advancement_entry
34,1,5649,2,2025-03-24T20:00:00Z,email,outbound,acknowledgement,gift_received,,false,Gift acknowledgement,"Sent a personal acknowledgement for the gift to Engineering Innovation Fund, confirmed that the payment was recorded, and explained when the first stewardship update will arrive.",,17,8,22221,advancement_entry
35,1,5649,2,2025-05-04T19:00:00Z,meeting,outbound,stewardship,connected,,true,Stewardship update,Shared an early update on the work supported by Engineering Innovation Fund. The constituent preferred concise progress reports and asked that the next update include a concrete student or faculty example.,,17,8,22221,advancement_entry
36,1,12173,3,2026-06-10T15:00:00Z,note,internal,qualification,information_updated,,false,Qualification research,"Reviewed giving, career, and engagement history before outreach. The constituent's known connection to Women's Soccer Fund supports an introductory conversation, but an ask is premature.",2027-01-15,18,6,,advancement_entry
37,1,12173,3,2026-07-08T20:00:00Z,call,outbound,qualification,connected,,false,Qualification call,Connected for an introductory conversation about Women's Soccer Championship Fund. The constituent was receptive to occasional updates about Women's Soccer Fund; no gift amount or timing was discussed.,2027-01-15,18,6,,advancement_entry
38,1,17893,5,2026-08-12T15:00:00Z,note,internal,qualification,information_updated,,false,Prospect identified,Reviewed the constituent's giving and engagement history for Library Renewal Initiative. Their connection to Campus Renewal Fund warrants additional research before personal outreach begins.,2027-03-18,19,7,,advancement_entry
39,1,3035,1,2025-11-18T16:00:00Z,call,outbound,solicitation,connected,10000.00,true,"Proposal for $10,000","Presented a $10,000 proposal for Wherever Needed Most in support of Calendar Year-End 2025. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",,20,13,,advancement_entry
40,1,3035,1,2025-12-04T14:00:00Z,email,inbound,solicitation,pledged,10000.00,true,Commitment confirmed,"The constituent confirmed a $10,000 commitment to Wherever Needed Most. The response was linked to the related gift record so payment and acknowledgement can be tracked.",,20,13,22222,advancement_entry
41,1,16878,5,2026-06-10T15:00:00Z,note,internal,qualification,information_updated,,false,Qualification research,"Reviewed giving, career, and engagement history before outreach. The constituent's known connection to Computer Science Fund supports an introductory conversation, but an ask is premature.",2027-01-21,21,7,,advancement_entry
42,1,16878,5,2026-07-08T15:00:00Z,call,outbound,qualification,connected,,false,Qualification call,Connected for an introductory conversation about Library Renewal Initiative. The constituent was receptive to occasional updates about Computer Science Fund; no gift amount or timing was discussed.,2027-01-21,21,7,,advancement_entry
43,1,5286,5,2023-11-29T18:00:00Z,call,outbound,solicitation,connected,10000.00,true,"Proposal for $10,000","Presented a $10,000 proposal for Annual Fund in support of FY2024 Annual Fund. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",,22,15,,advancement_entry
44,1,5286,5,2023-12-16T15:00:00Z,email,inbound,solicitation,pledged,10000.00,true,Commitment confirmed,"The constituent confirmed a $10,000 commitment to Annual Fund. The response was linked to the related gift record so payment and acknowledgement can be tracked.",,22,15,22224,advancement_entry
45,1,5286,5,2023-12-25T13:00:00Z,email,outbound,acknowledgement,gift_received,,false,Gift acknowledgement,"Sent a personal acknowledgement for the gift to Annual Fund, confirmed that the payment was recorded, and explained when the first stewardship update will arrive.",,22,15,22224,advancement_entry
46,1,5286,5,2024-02-04T20:00:00Z,meeting,outbound,stewardship,connected,,true,Stewardship update,Shared an early update on the work supported by Annual Fund. The constituent preferred concise progress reports and asked that the next update include a concrete student or faculty example.,,22,15,22224,advancement_entry
47,1,10239,5,2026-03-18T19:00:00Z,email,outbound,cultivation,replied,,false,Program update,Shared a concise update on General Scholarship Fund and its current priorities. The constituent replied with interest in the program's progress and agreed to a longer conversation.,2026-05-15,23,2,,advancement_entry
48,1,10239,5,2026-05-15T19:00:00Z,meeting,outbound,cultivation,meeting_booked,,true,Cultivation meeting,"Discussed the constituent's connection to General Scholarship Fund, the work planned through FY2027 Annual Fund, and the kinds of updates they value. Agreed to reconnect before the expected ask window.",2027-01-31,23,2,,advancement_entry
49,1,4804,4,2026-03-18T18:00:00Z,email,outbound,cultivation,replied,,false,Program update,Shared a concise update on Community Service Fund and its current priorities. The constituent replied with interest in the program's progress and agreed to a longer conversation.,2026-05-15,24,2,,advancement_entry
50,1,4804,4,2026-05-15T20:00:00Z,meeting,outbound,cultivation,meeting_booked,,true,Cultivation meeting,"Discussed the constituent's connection to Community Service Fund, the work planned through FY2027 Annual Fund, and the kinds of updates they value. Agreed to reconnect before the expected ask window.",2027-06-25,24,2,,advancement_entry
51,1,16125,1,2026-07-29T20:00:00Z,call,outbound,solicitation,connected,25000.00,true,"Proposal for $25,000","Presented a $25,000 proposal for Wherever Needed Most in support of FY2027 Annual Fund. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",2026-09-12,25,2,,advancement_entry
52,1,2189,5,2026-06-10T20:00:00Z,note,internal,qualification,information_updated,,false,Qualification research,"Reviewed giving, career, and engagement history before outreach. The constituent's known connection to Annual Fund supports an introductory conversation, but an ask is premature.",2026-10-12,26,3,,advancement_entry
53,1,2189,5,2026-07-08T17:00:00Z,call,outbound,qualification,connected,,false,Qualification call,Connected for an introductory conversation about GiveCampus University Giving Day 2026. The constituent was receptive to occasional updates about Annual Fund; no gift amount or timing was discussed.,2026-10-12,26,3,,advancement_entry
54,1,11164,1,2026-07-15T14:00:00Z,call,outbound,solicitation,connected,25000.00,true,"Proposal for $25,000","Presented a $25,000 proposal for Annual Fund in support of FY2027 Annual Fund. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",2026-09-12,27,2,,advancement_entry
55,1,4399,1,2025-04-12T17:00:00Z,call,outbound,solicitation,connected,50000.00,true,"Proposal for $50,000","Presented a $50,000 proposal for Arts and Performance Fund in support of Arts on Campus 2025. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",,28,11,,advancement_entry
56,1,4399,1,2025-04-25T19:00:00Z,email,inbound,solicitation,pledged,50000.00,true,Commitment confirmed,"The constituent confirmed a $50,000 commitment to Arts and Performance Fund. The response was linked to the related gift record so payment and acknowledgement can be tracked.",,28,11,22225,advancement_entry
57,1,4399,1,2025-04-30T20:00:00Z,email,outbound,acknowledgement,gift_received,,false,Gift acknowledgement,"Sent a personal acknowledgement for the gift to Arts and Performance Fund, confirmed that the payment was recorded, and explained when the first stewardship update will arrive.",,28,11,22225,advancement_entry
58,1,4399,1,2025-06-10T16:00:00Z,meeting,outbound,stewardship,connected,,true,Stewardship update,Shared an early update on the work supported by Arts and Performance Fund. The constituent preferred concise progress reports and asked that the next update include a concrete student or faculty example.,,28,11,22225,advancement_entry
59,1,5294,5,2024-01-19T18:00:00Z,call,outbound,solicitation,connected,50000.00,true,"Proposal for $50,000","Presented a $50,000 proposal for Annual Fund in support of FY2024 Annual Fund. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",,29,15,,advancement_entry
60,1,5294,5,2024-02-02T17:00:00Z,call,inbound,solicitation,declined,50000.00,true,Proposal declined,"The constituent declined the proposal for Annual Fund, explaining that other philanthropic priorities took precedence. They remain open to program updates and a future conversation.",,29,15,,advancement_entry
61,1,4817,5,2026-03-18T17:00:00Z,email,outbound,cultivation,replied,,false,Program update,Shared a concise update on Faculty Research Fund and its current priorities. The constituent replied with interest in the program's progress and agreed to a longer conversation.,2026-05-15,30,7,,advancement_entry
62,1,4817,5,2026-05-15T18:00:00Z,meeting,outbound,cultivation,meeting_booked,,true,Cultivation meeting,"Discussed the constituent's connection to Faculty Research Fund, the work planned through Library Renewal Initiative, and the kinds of updates they value. Agreed to reconnect before the expected ask window.",2027-01-18,30,7,,advancement_entry
63,1,16346,1,2026-06-10T16:00:00Z,note,internal,qualification,information_updated,,false,Qualification research,"Reviewed giving, career, and engagement history before outreach. The constituent's known connection to First-Generation Student Fund supports an introductory conversation, but an ask is premature.",2026-12-17,31,2,,advancement_entry
64,1,16346,1,2026-07-08T16:00:00Z,call,outbound,qualification,connected,,false,Qualification call,Connected for an introductory conversation about FY2027 Annual Fund. The constituent was receptive to occasional updates about First-Generation Student Fund; no gift amount or timing was discussed.,2026-12-17,31,2,,advancement_entry
65,1,14981,1,2026-06-10T14:00:00Z,note,internal,qualification,information_updated,,false,Qualification research,"Reviewed giving, career, and engagement history before outreach. The constituent's known connection to First-Generation Student Fund supports an introductory conversation, but an ask is premature.",2026-11-30,32,2,,advancement_entry
66,1,14981,1,2026-07-08T18:00:00Z,call,outbound,qualification,connected,,false,Qualification call,Connected for an introductory conversation about FY2027 Annual Fund. The constituent was receptive to occasional updates about First-Generation Student Fund; no gift amount or timing was discussed.,2026-11-30,32,2,,advancement_entry
67,1,13214,5,2026-06-10T16:00:00Z,note,internal,qualification,information_updated,,false,Qualification research,"Reviewed giving, career, and engagement history before outreach. The constituent's known connection to Annual Fund supports an introductory conversation, but an ask is premature.",2027-01-15,33,2,,advancement_entry
68,1,13214,5,2026-07-08T20:00:00Z,call,outbound,qualification,connected,,false,Qualification call,Connected for an introductory conversation about FY2027 Annual Fund. The constituent was receptive to occasional updates about Annual Fund; no gift amount or timing was discussed.,2027-01-15,33,2,,advancement_entry
69,1,11129,1,2026-06-10T20:00:00Z,note,internal,qualification,information_updated,,false,Qualification research,"Reviewed giving, career, and engagement history before outreach. The constituent's known connection to Alumni Programs Fund supports an introductory conversation, but an ask is premature.",2026-10-11,34,3,,advancement_entry
70,1,11129,1,2026-07-08T20:00:00Z,call,outbound,qualification,connected,,false,Qualification call,Connected for an introductory conversation about GiveCampus University Giving Day 2026. The constituent was receptive to occasional updates about Alumni Programs Fund; no gift amount or timing was discussed.,2026-10-11,34,3,,advancement_entry
71,1,1033,5,2026-08-04T20:00:00Z,call,outbound,solicitation,connected,50000.00,true,"Proposal for $50,000","Presented a $50,000 proposal for Community Service Fund in support of FY2027 Annual Fund. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",2026-09-12,35,2,,advancement_entry
72,1,12789,1,2026-06-10T13:00:00Z,note,internal,qualification,information_updated,,false,Qualification research,"Reviewed giving, career, and engagement history before outreach. The constituent's known connection to Faculty Research Fund supports an introductory conversation, but an ask is premature.",2027-05-11,36,7,,advancement_entry
73,1,12789,1,2026-07-08T17:00:00Z,call,outbound,qualification,connected,,false,Qualification call,Connected for an introductory conversation about Library Renewal Initiative. The constituent was receptive to occasional updates about Faculty Research Fund; no gift amount or timing was discussed.,2027-05-11,36,7,,advancement_entry
74,1,7841,5,2026-06-10T19:00:00Z,note,internal,qualification,information_updated,,false,Qualification research,"Reviewed giving, career, and engagement history before outreach. The constituent's known connection to Wherever Needed Most supports an introductory conversation, but an ask is premature.",2027-04-21,37,2,,advancement_entry
75,1,7841,5,2026-07-08T20:00:00Z,call,outbound,qualification,connected,,false,Qualification call,Connected for an introductory conversation about FY2027 Annual Fund. The constituent was receptive to occasional updates about Wherever Needed Most; no gift amount or timing was discussed.,2027-04-21,37,2,,advancement_entry
76,1,14521,1,2026-03-18T14:00:00Z,email,outbound,cultivation,replied,,false,Program update,Shared a concise update on Wherever Needed Most and its current priorities. The constituent replied with interest in the program's progress and agreed to a longer conversation.,2026-05-15,38,3,,advancement_entry
77,1,14521,1,2026-05-15T20:00:00Z,meeting,outbound,cultivation,meeting_booked,,true,Cultivation meeting,"Discussed the constituent's connection to Wherever Needed Most, the work planned through GiveCampus University Giving Day 2026, and the kinds of updates they value. Agreed to reconnect before the expected ask window.",2026-09-24,38,3,,advancement_entry
78,1,170,5,2026-06-10T16:00:00Z,note,internal,qualification,information_updated,,false,Qualification research,"Reviewed giving, career, and engagement history before outreach. The constituent's known connection to Student Emergency Fund supports an introductory conversation, but an ask is premature.",2027-03-13,39,2,,advancement_entry
79,1,170,5,2026-07-08T15:00:00Z,call,outbound,qualification,connected,,false,Qualification call,Connected for an introductory conversation about FY2027 Annual Fund. The constituent was receptive to occasional updates about Student Emergency Fund; no gift amount or timing was discussed.,2027-03-13,39,2,,advancement_entry
80,1,2643,1,2025-01-29T19:00:00Z,call,outbound,solicitation,connected,10000.00,true,"Proposal for $10,000","Presented a $10,000 proposal for Arts and Performance Fund in support of Arts on Campus 2025. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",,40,11,,advancement_entry
81,1,2643,1,2025-03-02T13:00:00Z,call,inbound,solicitation,declined,10000.00,true,Proposal declined,"The constituent declined the proposal for Arts and Performance Fund, explaining that other philanthropic priorities took precedence. They remain open to program updates and a future conversation.",,40,11,,advancement_entry
82,1,8888,5,2025-01-15T13:00:00Z,call,outbound,solicitation,connected,10000.00,true,"Proposal for $10,000","Presented a $10,000 proposal for Arts and Performance Fund in support of Arts on Campus 2025. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",,41,11,,advancement_entry
83,1,8888,5,2025-02-18T17:00:00Z,email,inbound,solicitation,pledged,10000.00,true,Commitment confirmed,"The constituent confirmed a $10,000 commitment to Arts and Performance Fund. The response was linked to the related gift record so payment and acknowledgement can be tracked.",,41,11,22226,advancement_entry
84,1,8888,5,2025-03-02T18:00:00Z,email,outbound,acknowledgement,gift_received,,false,Gift acknowledgement,"Sent a personal acknowledgement for the gift to Arts and Performance Fund, confirmed that the payment was recorded, and explained when the first stewardship update will arrive.",,41,11,22226,advancement_entry
85,1,8888,5,2025-04-12T18:00:00Z,meeting,outbound,stewardship,connected,,true,Stewardship update,Shared an early update on the work supported by Arts and Performance Fund. The constituent preferred concise progress reports and asked that the next update include a concrete student or faculty example.,,41,11,22226,advancement_entry
86,1,13176,1,2025-01-29T15:00:00Z,call,outbound,solicitation,connected,50000.00,true,"Proposal for $50,000","Presented a $50,000 proposal for Arts and Performance Fund in support of Arts on Campus 2025. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",,42,11,,advancement_entry
87,1,13176,1,2025-02-20T20:00:00Z,email,inbound,solicitation,pledged,50000.00,true,Commitment confirmed,"The constituent confirmed a $50,000 commitment to Arts and Performance Fund. The response was linked to the related gift record so payment and acknowledgement can be tracked.",,42,11,22227,advancement_entry
88,1,13633,5,2026-07-18T19:00:00Z,call,outbound,solicitation,connected,25000.00,true,"Proposal for $25,000","Presented a $25,000 proposal for Computer Science Fund in support of Library Renewal Initiative. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",2026-09-12,43,7,,advancement_entry
89,1,16688,4,2025-01-26T17:00:00Z,call,outbound,solicitation,connected,10000.00,true,"Proposal for $10,000","Presented a $10,000 proposal for Arts and Performance Fund in support of Arts on Campus 2025. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",,44,11,,advancement_entry
90,1,16688,4,2025-02-13T15:00:00Z,email,inbound,solicitation,pledged,10000.00,true,Commitment confirmed,"The constituent confirmed a $5,000 commitment to Arts and Performance Fund. The response was linked to the related gift record so payment and acknowledgement can be tracked.",,44,11,22229,advancement_entry
91,1,16025,2,2026-08-12T16:00:00Z,note,internal,qualification,information_updated,,false,Prospect identified,Reviewed the constituent's giving and engagement history for FY2027 Annual Fund. Their connection to First-Generation Student Fund warrants additional research before personal outreach begins.,2026-11-23,45,2,,advancement_entry
92,1,13310,5,2024-03-16T18:00:00Z,call,outbound,solicitation,connected,25000.00,true,"Proposal for $25,000","Presented a $25,000 proposal for Annual Fund in support of FY2024 Annual Fund. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",,46,15,,advancement_entry
93,1,13310,5,2024-04-20T17:00:00Z,email,inbound,solicitation,pledged,25000.00,true,Commitment confirmed,"The constituent confirmed a $25,000 commitment to Annual Fund. The response was linked to the related gift record so payment and acknowledgement can be tracked.",,46,15,22231,advancement_entry
94,1,13310,5,2024-04-30T17:00:00Z,email,outbound,acknowledgement,gift_received,,false,Gift acknowledgement,"Sent a personal acknowledgement for the gift to Annual Fund, confirmed that the payment was recorded, and explained when the first stewardship update will arrive.",,46,15,22231,advancement_entry
95,1,13310,5,2024-06-10T19:00:00Z,meeting,outbound,stewardship,connected,,true,Stewardship update,Shared an early update on the work supported by Annual Fund. The constituent preferred concise progress reports and asked that the next update include a concrete student or faculty example.,,46,15,22231,advancement_entry
96,1,17296,1,2023-10-20T14:00:00Z,meeting,outbound,solicitation,connected,250000.00,true,"Proposal for $250,000","Presented a $250,000 proposal for Annual Fund in support of FY2024 Annual Fund. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",,47,15,,advancement_entry
97,1,17296,1,2023-11-20T15:00:00Z,call,inbound,solicitation,declined,250000.00,true,Proposal declined,"The constituent declined the proposal for Annual Fund, explaining that other philanthropic priorities took precedence. They remain open to program updates and a future conversation.",,47,15,,advancement_entry
98,1,15935,1,2026-03-18T13:00:00Z,email,outbound,cultivation,replied,,false,Program update,Shared a concise update on Student Emergency Fund and its current priorities. The constituent replied with interest in the program's progress and agreed to a longer conversation.,2026-05-15,48,2,,advancement_entry
99,1,15935,1,2026-05-15T16:00:00Z,meeting,outbound,cultivation,meeting_booked,,true,Cultivation meeting,"Discussed the constituent's connection to Student Emergency Fund, the work planned through FY2027 Annual Fund, and the kinds of updates they value. Agreed to reconnect before the expected ask window.",2027-05-08,48,2,,advancement_entry
100,1,7533,4,2025-07-19T19:00:00Z,call,outbound,solicitation,connected,50000.00,true,"Proposal for $50,000","Presented a $50,000 proposal for Faculty Research Fund in support of Library Renewal Initiative. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",,49,7,,advancement_entry
101,1,7533,4,2025-07-28T17:00:00Z,call,inbound,solicitation,declined,50000.00,true,Proposal declined,"The constituent declined the proposal for Faculty Research Fund, explaining that the timing was not right for this cycle. They remain open to program updates and a future conversation.",,49,7,,advancement_entry
102,1,5356,3,2026-08-12T20:00:00Z,note,internal,qualification,information_updated,,false,Prospect identified,Reviewed the constituent's giving and engagement history for FY2027 Annual Fund. Their connection to Community Service Fund warrants additional research before personal outreach begins.,2026-11-14,50,2,,advancement_entry
103,1,11458,1,2026-08-12T17:00:00Z,note,internal,qualification,information_updated,,false,Prospect identified,Reviewed the constituent's giving and engagement history for FY2027 Annual Fund. Their connection to Community Service Fund warrants additional research before personal outreach begins.,2026-11-18,51,2,,advancement_entry
104,1,9046,1,2026-07-25T14:00:00Z,call,outbound,solicitation,connected,10000.00,true,"Proposal for $10,000","Presented a $10,000 proposal for First-Generation Student Fund in support of FY2027 Annual Fund. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",2026-09-12,52,2,,advancement_entry
105,1,9603,3,2025-12-26T18:00:00Z,call,outbound,solicitation,connected,10000.00,true,"Proposal for $10,000","Presented a $10,000 proposal for Wherever Needed Most in support of Calendar Year-End 2025. The constituent asked practical questions about timing and use of funds; a decision was not recorded during the conversation.",,53,13,,advancement_entry
106,1,9603,3,2026-01-18T18:00:00Z,email,inbound,solicitation,pledged,10000.00,true,Commitment confirmed,"The constituent confirmed a $10,000 commitment to Wherever Needed Most. The response was linked to the related gift record so payment and acknowledgement can be tracked.",,53,13,22232,advancement_entry
