id,school_id,entity_type,preferred_name,first_name,last_name,primary_email,email_status,phone_status,city,state,country,latitude,longitude,assigned_staff_id,do_not_solicit,deceased,deceased_date,record_source,record_created_at,record_updated_at
16,1,individual,Ezra Cook,Ezra,Cook,,missing,missing,,,,,,,false,false,,crm_import,2023-08-09T13:00:00Z,2025-07-03T15:00:00Z
17,1,individual,Beatrice O'Brien,Beatrice,O'Brien,beatrice.o.brien.18rxgcq@alumni.gcu.example,deliverable,available,Boston,MA,United States,42.3485,-71.0300,,false,false,,advancement_entry,2024-07-04T13:00:00Z,2025-07-27T15:00:00Z
18,1,organization,Uma Lopez Corporate Foundation,,,contact.0c9tyj6@organizations.gcu.example,deliverable,available,,,,,,,false,false,,crm_import,2019-10-26T13:00:00Z,2026-07-22T15:00:00Z
19,1,individual,Naomi Larson,Naomi,Larson,naomi.larson.0u5uvq6@alumni.gcu.example,deliverable,available,Washington,DC,United States,,,,false,false,,crm_import,2023-03-15T13:00:00Z,2025-05-02T15:00:00Z
20,1,individual,Mateo Garcia,Mateo,Garcia,,missing,available,London,,United Kingdom,,,,false,false,,crm_import,2021-12-17T13:00:00Z,2026-06-22T15:00:00Z
21,1,individual,Lucas Collins,Lucas,Collins,,missing,missing,Brookline,MA,United States,42.3309,-71.1018,,false,false,,crm_import,2023-02-19T13:00:00Z,2025-03-04T15:00:00Z
22,1,individual,Yara Klein,Yara,Klein,,missing,available,,,,,,,false,false,,crm_import,2023-02-10T13:00:00Z,2026-05-28T15:00:00Z
23,1,individual,Beatrice Gordon,Beatrice,Gordon,beatrice.gordon.0sqzm0w@alumni.gcu.example,deliverable,available,,,,,,,false,false,,advancement_entry,2026-05-12T13:00:00Z,2026-06-20T15:00:00Z
24,1,individual,Orion Martin,Orion,Martin,orion.martin.0dl44kk@alumni.gcu.example,deliverable,available,,,,,,,false,false,,crm_import,2023-03-11T13:00:00Z,2024-10-19T15:00:00Z
25,1,individual,Bennett Crawford,Bennett,Crawford,bennett.crawford.057foji@alumni.gcu.example,deliverable,missing,Brookline,MA,United States,42.3318,-71.1319,,false,false,,crm_import,2023-10-29T13:00:00Z,2024-12-27T15:00:00Z
26,1,individual,Rafael Kim,Rafael,Kim,rafael.kim.0nue31c@alumni.gcu.example,deliverable,available,Cedar Grove,MA,United States,41.9980,-71.5530,,false,false,,crm_import,2023-03-07T13:00:00Z,2026-06-06T15:00:00Z
27,1,individual,Eva Ross,Eva,Ross,eva.ross.18vz8dk@alumni.gcu.example,deliverable,available,,,,,,,false,false,,online,2025-04-16T13:00:00Z,2026-02-15T15:00:00Z
28,1,individual,Oscar Freeman,Oscar,Freeman,oscar.freeman.0fbht4h@alumni.gcu.example,deliverable,available,,,,,,,false,false,,online,2023-10-04T13:00:00Z,2025-09-05T15:00:00Z
29,1,individual,Grant Crawford,Grant,Crawford,grant.crawford.1unycaw@alumni.gcu.example,inactive,missing,,,,,,,false,false,,online,2023-01-22T13:00:00Z,2026-03-11T15:00:00Z
30,1,individual,Gavin Harris,Gavin,Harris,gavin.harris.14cw7l3@alumni.gcu.example,deliverable,missing,Cedar Grove,MA,United States,42.0232,-71.5698,,false,false,,advancement_entry,2022-09-12T13:00:00Z,2024-11-15T15:00:00Z
31,1,individual,Claire Gomez,Claire,Gomez,,missing,available,Chicago,IL,United States,41.8857,-87.6733,,false,false,,crm_import,2023-02-24T13:00:00Z,2026-02-28T15:00:00Z
32,1,individual,Isla Clark,Isla,Clark,isla.clark.1tignae@alumni.gcu.example,deliverable,missing,Washington,DC,United States,38.9275,-77.0690,,false,false,,advancement_entry,2021-11-18T13:00:00Z,2026-04-30T15:00:00Z
33,1,individual,Lila Allen,Lila,Allen,,missing,missing,Austin,TX,United States,30.3481,-97.7321,,false,false,,advancement_entry,2025-04-12T13:00:00Z,2026-05-04T15:00:00Z
34,1,individual,Quinn Chang,Quinn,Chang,quinn.chang.1yy43ln@alumni.gcu.example,deliverable,available,,,,,,,false,false,,crm_import,2023-02-24T13:00:00Z,2026-04-18T15:00:00Z
35,1,individual,Luis Khan,Luis,Khan,luis.khan.01t281g@alumni.gcu.example,inactive,available,New York,NY,United States,40.6784,-74.0328,,false,false,,online,2026-02-25T13:00:00Z,2026-03-16T15:00:00Z
36,1,individual,Emmett Collins,Emmett,Collins,,missing,missing,,,,,,,false,false,,crm_import,2023-03-14T13:00:00Z,2024-10-22T15:00:00Z
37,1,individual,Kai Young,Kai,Young,,missing,available,New York,NY,United States,40.6932,-73.9905,,false,false,,crm_import,2019-07-03T13:00:00Z,2025-12-17T15:00:00Z
38,1,individual,Quinn Edwards,Quinn,Edwards,quinn.edwards.0ojw1kn@alumni.gcu.example,deliverable,missing,West Northbridge,MA,United States,42.1146,-71.7613,,false,false,,crm_import,2023-02-07T13:00:00Z,2026-06-27T15:00:00Z
39,1,individual,Julian Foster,Julian,Foster,,missing,missing,Northbridge,MA,United States,42.0933,-71.6349,,false,true,2016-10-11,crm_import,2023-02-21T13:00:00Z,2026-01-08T15:00:00Z
40,1,individual,Vivian Kim,Vivian,Kim,,missing,available,,,,,,,false,false,,online,2024-08-20T13:00:00Z,2025-08-10T15:00:00Z
41,1,individual,Ada Clark,Ada,Clark,,missing,available,Philadelphia,PA,United States,39.9689,-75.2422,,false,false,,crm_import,2020-06-05T13:00:00Z,2025-11-13T15:00:00Z
42,1,individual,Micah Chen,Micah,Chen,micah.chen.1v6alwv@alumni.gcu.example,do_not_email,available,New York,NY,United States,40.6944,-74.0220,,true,false,,crm_import,2020-10-07T13:00:00Z,2025-11-14T15:00:00Z
43,1,individual,Omar Graham,Omar,Graham,omar.graham.06o0blq@alumni.gcu.example,deliverable,missing,Cedar Grove,MA,United States,41.9982,-71.5678,,false,false,,online,2025-05-25T13:00:00Z,2026-04-20T15:00:00Z
44,1,individual,Karim Baker,Karim,Baker,,missing,inactive,Austin,TX,United States,30.2640,-97.7202,,false,false,,crm_import,2020-11-24T13:00:00Z,2024-10-07T15:00:00Z
45,1,individual,Imani Kumar,Imani,Kumar,imani.kumar.09ny3pv@alumni.gcu.example,deliverable,missing,London,,United Kingdom,51.5478,-0.0949,,false,false,,crm_import,2023-02-28T13:00:00Z,2026-02-16T15:00:00Z
46,1,individual,Diego Fleming,Diego,Fleming,diego.fleming.0bjhjf7@alumni.gcu.example,deliverable,available,,,,,,,false,false,,crm_import,2023-02-02T13:00:00Z,2025-03-01T15:00:00Z
47,1,individual,Kai Barnes,Kai,Barnes,,missing,available,,,,,,,false,false,,crm_import,2021-07-25T13:00:00Z,2025-03-23T15:00:00Z
48,1,individual,Camila Gupta,Camila,Gupta,,missing,available,Northbridge,MA,United States,42.0623,-71.6135,,false,false,,crm_import,2023-02-23T13:00:00Z,2025-09-11T15:00:00Z
49,1,individual,Mei Martinez,Mei,Martinez,,missing,missing,,,,,,,false,false,,crm_import,2023-02-11T13:00:00Z,2026-07-23T15:00:00Z
50,1,individual,Saanvi Desai,Saanvi,Desai,saanvi.desai.0ztoi3k@alumni.gcu.example,do_not_email,available,,,,,,,false,false,,crm_import,2023-03-11T13:00:00Z,2026-02-04T15:00:00Z
51,1,individual,Zane Davis,Zane,Davis,zane.davis.18io027@alumni.gcu.example,inactive,missing,,,,,,,false,false,,crm_import,2022-10-26T13:00:00Z,2026-06-26T15:00:00Z
52,1,individual,Maya Cook,Maya,Cook,,missing,available,Jersey City,NJ,United States,40.7255,-74.0431,,false,false,,crm_import,2024-12-09T13:00:00Z,2025-12-09T15:00:00Z
53,1,individual,Grace Gibson,Grace,Gibson,grace.gibson.0viu7az@alumni.gcu.example,deliverable,available,Atlanta,GA,United States,33.7370,-84.3814,,false,false,,advancement_entry,2022-08-17T13:00:00Z,2026-06-12T15:00:00Z
54,1,individual,Maya Black,Maya,Black,,missing,available,,,,,,,false,false,,crm_import,2023-02-24T13:00:00Z,2026-06-24T15:00:00Z
55,1,individual,Iris Morgan,Iris,Morgan,,missing,missing,,,,,,,false,false,,crm_import,2020-12-31T13:00:00Z,2026-07-06T15:00:00Z
56,1,individual,Talia Harris,Talia,Harris,talia.harris.1wltxvf@alumni.gcu.example,deliverable,available,,,,,,,false,false,,advancement_entry,2021-02-25T13:00:00Z,2024-11-12T15:00:00Z
57,1,individual,Mason Kim,Mason,Kim,,missing,available,Northbridge,MA,United States,42.0447,-71.6195,,false,false,,crm_import,2023-02-02T13:00:00Z,2025-09-04T15:00:00Z
58,1,individual,Samir Chaudhry,Samir,Chaudhry,,missing,available,Washington,DC,United States,38.9259,-77.0644,,true,false,,crm_import,2022-06-09T13:00:00Z,2026-07-29T15:00:00Z
59,1,individual,Hope Gray,Hope,Gray,,missing,missing,San Francisco,CA,United States,37.7432,-122.3703,,false,true,2021-04-22,crm_import,2023-03-10T13:00:00Z,2024-12-28T15:00:00Z
60,1,organization,Fatima Freeman Community Foundation,,,contact.0f6hry6@organizations.gcu.example,deliverable,available,Somerville,MA,United States,42.3969,-71.1129,,false,false,,online,2026-03-11T13:00:00Z,2026-08-22T15:00:00Z
61,1,individual,Willa Rivera,Willa,Rivera,,missing,missing,,,,,,,false,false,,advancement_entry,2023-08-05T13:00:00Z,2026-04-06T15:00:00Z
62,1,individual,Jae Cook,Jae,Cook,jae.cook.14omtah@alumni.gcu.example,deliverable,available,,,,,,,false,false,,crm_import,2023-02-10T13:00:00Z,2025-01-26T15:00:00Z
63,1,individual,Jonah Graham,Jonah,Graham,,missing,available,,,,,,,false,false,,crm_import,2020-08-28T13:00:00Z,2026-04-16T15:00:00Z
64,1,individual,Georgia Robinson,Georgia,Robinson,georgia.robinson.1pmzqve@alumni.gcu.example,deliverable,available,New York,NY,United States,40.6963,-73.9713,,false,false,,advancement_entry,2021-07-13T13:00:00Z,2025-07-11T15:00:00Z
65,1,individual,Naomi Boyd,Naomi,Boyd,naomi.boyd.0wv9qe4@alumni.gcu.example,deliverable,missing,Chicago,IL,United States,41.8426,-87.6095,,false,false,,crm_import,2019-08-07T13:00:00Z,2024-09-09T15:00:00Z
66,1,individual,Esme Hill,Esme,Hill,esme.hill.0lxtufy@alumni.gcu.example,deliverable,available,Austin,TX,United States,30.3200,-97.7269,,false,false,,online,2023-04-25T13:00:00Z,2025-12-08T15:00:00Z
67,1,individual,Claire Price,Claire,Price,,missing,available,Philadelphia,PA,United States,39.9280,-75.1308,,false,false,,crm_import,2023-02-19T13:00:00Z,2026-07-05T15:00:00Z
68,1,individual,Dev Chen,Dev,Chen,dev.chen.0mujr1f@alumni.gcu.example,deliverable,available,Northbridge,MA,United States,42.0833,-71.6277,1,false,false,,crm_import,2019-06-12T13:00:00Z,2024-10-10T15:00:00Z
69,1,individual,Ines Wilson,Ines,Wilson,ines.wilson.0fvihc3@alumni.gcu.example,deliverable,available,,,,,,,false,false,,crm_import,2023-02-22T13:00:00Z,2024-10-20T15:00:00Z
70,1,individual,Hazel Nelson,Hazel,Nelson,hazel.nelson.08znyx4@alumni.gcu.example,deliverable,missing,Boston,MA,United States,,,,false,false,,crm_import,2020-06-10T13:00:00Z,2026-02-22T15:00:00Z
71,1,individual,Lucy Flores,Lucy,Flores,lucy.flores.1syy5tf@alumni.gcu.example,deliverable,available,Northbridge,MA,United States,42.0932,-71.5718,,false,false,,crm_import,2023-02-27T13:00:00Z,2026-04-24T15:00:00Z
72,1,individual,Bennett Lin,Bennett,Lin,bennett.lin.04pp5ss@alumni.gcu.example,do_not_email,missing,,,,,,,true,false,,crm_import,2024-03-29T13:00:00Z,2026-01-16T15:00:00Z
73,1,individual,Zara Price,Zara,Price,zara.price.0a9verv@alumni.gcu.example,deliverable,missing,Northbridge,MA,United States,42.1185,-71.6243,,false,false,,online,2025-06-19T13:00:00Z,2026-07-23T15:00:00Z
74,1,individual,Saanvi Ahmed,Saanvi,Ahmed,saanvi.ahmed.1vwh18m@alumni.gcu.example,deliverable,available,Atlanta,GA,United States,33.7889,-84.4248,,false,false,,crm_import,2023-03-07T13:00:00Z,2025-06-12T15:00:00Z
75,1,individual,Isla Barnes,Isla,Barnes,isla.barnes.0ugrb22@alumni.gcu.example,do_not_email,available,New York,NY,United States,40.7991,-73.9672,,false,false,,advancement_entry,2026-04-29T13:00:00Z,2026-06-07T15:00:00Z
76,1,individual,Samir Davis,Samir,Davis,samir.davis.0crrcp8@alumni.gcu.example,deliverable,missing,Atlanta,GA,United States,33.7438,-84.3106,,false,false,,crm_import,2023-03-11T13:00:00Z,2026-08-13T15:00:00Z
77,1,individual,Ian Carter,Ian,Carter,,missing,available,Northbridge,MA,United States,42.1301,-71.5805,,false,false,,crm_import,2025-03-27T13:00:00Z,2026-01-28T15:00:00Z
78,1,organization,Samir Singh Charitable Trust,,,contact.09grc3w@organizations.gcu.example,deliverable,available,Boston,MA,United States,42.3719,-71.0350,,false,false,,crm_import,2022-07-30T13:00:00Z,2026-03-08T15:00:00Z
79,1,individual,Aisha Collins,Aisha,Collins,,missing,do_not_call,,,,,,,false,false,,crm_import,2023-12-25T13:00:00Z,2026-07-02T15:00:00Z
80,1,individual,Uche Brooks,Uche,Brooks,,missing,missing,Northbridge,MA,United States,42.0920,-71.6991,,false,false,,online,2021-11-12T13:00:00Z,2026-02-03T15:00:00Z
81,1,individual,Grant Ford,Grant,Ford,grant.ford.0m38lcf@alumni.gcu.example,deliverable,available,Cambridge,MA,United States,42.3676,-71.0999,,false,false,,online,2023-05-14T13:00:00Z,2025-04-11T15:00:00Z
82,1,individual,Willa Jackson,Willa,Jackson,willa.jackson.13kwfej@alumni.gcu.example,inactive,available,Northbridge,MA,United States,42.0728,-71.6993,,false,false,,advancement_entry,2022-06-28T13:00:00Z,2025-09-30T15:00:00Z
83,1,individual,Noah Rivera,Noah,Rivera,noah.rivera.1171h7l@alumni.gcu.example,deliverable,available,,,,,,,false,false,,online,2024-03-24T13:00:00Z,2026-03-31T15:00:00Z
84,1,individual,Pia Graham,Pia,Graham,pia.graham.1vy0mfc@alumni.gcu.example,deliverable,available,Brookline,MA,United States,42.3301,-71.1199,,false,false,,online,2026-01-31T13:00:00Z,2026-06-13T15:00:00Z
85,1,individual,Paige Jackson,Paige,Jackson,paige.jackson.0csbeha@alumni.gcu.example,inactive,missing,London,,United Kingdom,51.5540,-0.1795,,false,false,,online,2021-04-21T13:00:00Z,2025-05-20T15:00:00Z
86,1,individual,Elijah Reed,Elijah,Reed,,missing,available,Northbridge,MA,United States,42.1207,-71.6819,,false,false,,crm_import,2023-02-19T13:00:00Z,2025-07-30T15:00:00Z
87,1,individual,Leah Ward,Leah,Ward,,missing,available,Northbridge,MA,United States,42.0511,-71.5911,,false,false,,crm_import,2023-02-04T13:00:00Z,2026-02-07T15:00:00Z
88,1,individual,Mia Hughes,Mia,Hughes,mia.hughes.1x0u6uy@alumni.gcu.example,do_not_email,missing,London,,United Kingdom,51.5354,-0.0667,,true,false,,online,2023-09-24T13:00:00Z,2025-07-03T15:00:00Z
89,1,individual,Kieran Hall,Kieran,Hall,kieran.hall.1fx6xo7@alumni.gcu.example,deliverable,available,Cedar Grove,MA,United States,42.0268,-71.5590,,false,false,,online,2026-04-06T13:00:00Z,2026-08-27T15:00:00Z
90,1,individual,Jamal Wright,Jamal,Wright,,missing,missing,Denver,CO,United States,39.7411,-105.0127,,false,false,,crm_import,2022-05-08T13:00:00Z,2026-05-14T15:00:00Z
91,1,individual,Freya Edwards,Freya,Edwards,freya.edwards.1eol3pm@alumni.gcu.example,deliverable,inactive,,,,,,,false,false,,crm_import,2023-03-01T13:00:00Z,2025-03-01T15:00:00Z
92,1,individual,Joanna Gray,Joanna,Gray,joanna.gray.1jin442@alumni.gcu.example,deliverable,available,Northbridge,MA,United States,42.0939,-71.6010,,false,false,,online,2026-05-28T13:00:00Z,2026-06-28T15:00:00Z
93,1,individual,Emmett Gupta,Emmett,Gupta,,missing,available,Cedar Grove,MA,United States,42.0118,-71.5621,,false,false,,crm_import,2023-02-09T13:00:00Z,2025-09-16T15:00:00Z
94,1,individual,Layla Ghosh,Layla,Ghosh,,missing,missing,San Francisco,CA,United States,37.8152,-122.4821,,false,false,,advancement_entry,2022-11-17T13:00:00Z,2025-09-27T15:00:00Z
95,1,individual,Ada Marshall,Ada,Marshall,ada.marshall.0g19t2u@alumni.gcu.example,deliverable,available,,,,,,,false,false,,crm_import,2023-02-24T13:00:00Z,2026-02-25T15:00:00Z
96,1,individual,Farah Howard,Farah,Howard,farah.howard.03o3u45@alumni.gcu.example,deliverable,available,Atlanta,GA,United States,33.7521,-84.4029,,false,false,,online,2025-09-14T13:00:00Z,2026-05-25T15:00:00Z
97,1,individual,Victoria O'Brien,Victoria,O'Brien,victoria.o.brien.0g5y3kn@alumni.gcu.example,inactive,missing,,,,,,,false,false,,online,2021-02-26T13:00:00Z,2025-01-19T15:00:00Z
98,1,individual,Amir Allen,Amir,Allen,,missing,missing,Boston,MA,United States,42.3514,-71.0644,,false,true,2020-05-19,crm_import,2025-01-12T13:00:00Z,2025-08-31T15:00:00Z
99,1,individual,Isla Martinez,Isla,Martinez,isla.martinez.0jrz3cd@alumni.gcu.example,deliverable,available,Cambridge,MA,United States,42.3668,-71.1198,,false,false,,advancement_entry,2025-01-01T13:00:00Z,2025-03-31T15:00:00Z
100,1,individual,Vivian Evans,Vivian,Evans,vivian.evans.144xmlu@alumni.gcu.example,deliverable,missing,Washington,DC,United States,38.9273,-77.0238,,false,false,,online,2024-09-27T13:00:00Z,2026-02-16T15:00:00Z
101,1,individual,Dylan Jackson,Dylan,Jackson,dylan.jackson.0fagpkw@alumni.gcu.example,inactive,missing,New York,NY,United States,40.7575,-74.0482,,false,false,,crm_import,2023-02-10T13:00:00Z,2025-11-30T15:00:00Z
102,1,individual,Isaac Torres,Isaac,Torres,,missing,missing,,,,,,,false,false,,crm_import,2023-03-14T13:00:00Z,2024-10-11T15:00:00Z
103,1,individual,Avery Okafor,Avery,Okafor,avery.okafor.1q3qzlg@alumni.gcu.example,deliverable,available,Northbridge,MA,United States,42.0706,-71.7024,,false,false,,crm_import,2023-03-06T13:00:00Z,2026-02-02T15:00:00Z
104,1,individual,Yasmin Mendez,Yasmin,Mendez,,missing,inactive,Chicago,IL,United States,41.9175,-87.7127,,false,false,,crm_import,2023-02-14T13:00:00Z,2026-02-07T15:00:00Z
105,1,individual,Elijah Graham,Elijah,Graham,,missing,available,Brookline,MA,United States,42.3319,-71.1120,,false,false,,crm_import,2023-03-13T13:00:00Z,2025-01-08T15:00:00Z
106,1,individual,Imani Howard,Imani,Howard,,missing,available,New York,NY,United States,,,,false,false,,crm_import,2023-03-01T13:00:00Z,2025-12-09T15:00:00Z
107,1,individual,Grant Lin,Grant,Lin,grant.lin.0vlszoa@alumni.gcu.example,deliverable,missing,Northbridge,MA,United States,42.0635,-71.6199,,false,false,,online,2025-09-07T13:00:00Z,2025-10-13T15:00:00Z
108,1,individual,Hazel Hayes,Hazel,Hayes,,missing,available,Northbridge,MA,United States,,,,false,false,,crm_import,2023-06-30T13:00:00Z,2025-03-15T15:00:00Z
109,1,individual,Neha Edwards,Neha,Edwards,neha.edwards.0am1rho@alumni.gcu.example,deliverable,available,San Francisco,CA,United States,37.7389,-122.4394,,false,false,,crm_import,2021-01-17T13:00:00Z,2025-10-16T15:00:00Z
110,1,individual,Felix Hughes,Felix,Hughes,felix.hughes.1s7ulu9@alumni.gcu.example,deliverable,missing,San Francisco,CA,United States,37.8088,-122.4085,,false,false,,crm_import,2020-12-21T13:00:00Z,2025-04-09T15:00:00Z
111,1,individual,Elijah Huang,Elijah,Huang,,missing,available,,,,,,,false,false,,crm_import,2023-10-18T13:00:00Z,2025-11-18T15:00:00Z
112,1,individual,June Basu,June,Basu,june.basu.0vzgfsn@alumni.gcu.example,deliverable,available,Chicago,IL,United States,41.8910,-87.6340,,false,false,,online,2022-11-20T13:00:00Z,2026-08-30T15:00:00Z
113,1,individual,Sienna Das,Sienna,Das,sienna.das.084vpfd@alumni.gcu.example,deliverable,available,Northbridge,MA,United States,42.0636,-71.6496,,false,false,,crm_import,2023-02-10T13:00:00Z,2024-11-04T15:00:00Z
114,1,individual,Ada Scott,Ada,Scott,,missing,available,Singapore,,Singapore,1.3417,103.8865,,false,false,,crm_import,2023-08-11T13:00:00Z,2025-09-25T15:00:00Z
115,1,individual,Pablo James,Pablo,James,pablo.james.17f4h05@alumni.gcu.example,deliverable,do_not_call,Austin,TX,United States,30.2590,-97.7731,,false,false,,crm_import,2023-02-20T13:00:00Z,2025-02-13T15:00:00Z
116,1,individual,Natalie Garcia,Natalie,Garcia,natalie.garcia.0ovhp31@alumni.gcu.example,deliverable,available,Newton,MA,United States,42.3411,-71.2216,,false,false,,crm_import,2023-02-18T13:00:00Z,2026-08-11T15:00:00Z
117,1,individual,Vivian Burke,Vivian,Burke,vivian.burke.177tr1c@alumni.gcu.example,deliverable,available,Boston,MA,United States,42.3530,-71.0562,,false,false,,online,2024-01-25T13:00:00Z,2026-06-06T15:00:00Z
118,1,individual,Bryce Daniels,Bryce,Daniels,bryce.daniels.1icr3jd@alumni.gcu.example,deliverable,do_not_call,Boston,MA,United States,42.3775,-71.0568,,false,false,,crm_import,2023-02-10T13:00:00Z,2025-03-08T15:00:00Z
119,1,individual,Lena Okafor,Lena,Okafor,lena.okafor.170vbfi@alumni.gcu.example,deliverable,available,Northbridge,MA,United States,42.0770,-71.6047,,false,false,,online,2024-09-21T13:00:00Z,2025-05-21T15:00:00Z
120,1,individual,Quinn Ellis,Quinn,Ellis,,missing,available,,,,,,,false,false,,crm_import,2023-02-21T13:00:00Z,2025-10-04T15:00:00Z
121,1,individual,Elliot Connelly,Elliot,Connelly,elliot.connelly.0zjxpy6@alumni.gcu.example,deliverable,available,Chicago,IL,United States,41.8194,-87.4939,,false,false,,crm_import,2021-08-11T13:00:00Z,2025-05-20T15:00:00Z
122,1,individual,Lucas Davis,Lucas,Davis,lucas.davis.0u2mvtu@alumni.gcu.example,deliverable,available,Toronto,ON,Canada,43.6178,-79.3339,,false,false,,crm_import,2023-02-26T13:00:00Z,2025-07-19T15:00:00Z
123,1,individual,Lila King,Lila,King,,missing,available,,,,,,,false,false,,advancement_entry,2025-02-26T13:00:00Z,2026-08-15T15:00:00Z
124,1,individual,Sofia Cruz,Sofia,Cruz,sofia.cruz.107kh45@alumni.gcu.example,deliverable,do_not_call,Brookline,MA,United States,42.3240,-71.1014,,false,false,,advancement_entry,2021-09-02T13:00:00Z,2025-02-13T15:00:00Z
125,1,individual,Lucia Huang,Lucia,Huang,,missing,available,,,,,,,false,false,,crm_import,2023-02-10T13:00:00Z,2024-10-28T15:00:00Z
126,1,individual,Aisha Duncan,Aisha,Duncan,,missing,available,Cedar Grove,MA,United States,,,,false,false,,crm_import,2025-03-04T13:00:00Z,2025-09-19T15:00:00Z
127,1,individual,Uche Bailey,Uche,Bailey,uche.bailey.07bmyk7@alumni.gcu.example,deliverable,missing,Northbridge,MA,United States,42.0780,-71.7135,,false,false,,online,2023-07-09T13:00:00Z,2026-03-23T15:00:00Z
128,1,individual,Diego Gray,Diego,Gray,,missing,missing,,,,,,,false,false,,crm_import,2023-02-04T13:00:00Z,2026-05-27T15:00:00Z
129,1,individual,Uma Fleming,Uma,Fleming,uma.fleming.03dijfz@alumni.gcu.example,do_not_email,available,Boston,MA,United States,42.3458,-71.0510,,false,false,,online,2023-04-15T13:00:00Z,2026-02-26T15:00:00Z
130,1,individual,Willa Gray,Willa,Gray,,missing,available,Northbridge,MA,United States,42.0971,-71.6166,,false,false,,advancement_entry,2025-12-14T13:00:00Z,2026-04-21T15:00:00Z
131,1,individual,Mina Baker,Mina,Baker,,missing,missing,Northbridge,MA,United States,42.0870,-71.5702,,false,true,2011-06-11,crm_import,2023-02-19T13:00:00Z,2026-06-06T15:00:00Z
132,1,individual,Kai Basu,Kai,Basu,,missing,available,Austin,TX,United States,30.3169,-97.6500,,false,false,,crm_import,2023-02-28T13:00:00Z,2025-02-28T15:00:00Z
133,1,individual,Ian Long,Ian,Long,,missing,inactive,Atlanta,GA,United States,33.7452,-84.3237,,false,false,,crm_import,2024-09-30T13:00:00Z,2025-03-06T15:00:00Z
134,1,individual,Fatima Garcia,Fatima,Garcia,,missing,available,New York,NY,United States,40.7292,-74.0257,,false,false,,crm_import,2019-10-31T13:00:00Z,2025-08-19T15:00:00Z
